reward_trajectory_1,reward_trajectory_2,reward_trajectory_3,reward_trajectory_4,reward_trajectory_5,reward_trajectory_6,timestep,actor_loss,critic_loss
-93.00365962740732,-93.0302692728305,-92.76147761102642,-93.02965678960737,-92.9550118763689,-92.96442086126795,0,0.18586070835590363,46.40582275390625
-94.82718875896818,-77.83317786739318,-77.89980335798593,-77.74621842718427,-94.8036892901342,-77.76727366129174,5000,0.7566074728965759,40.93750762939453
